KEY,DATE,Actual_Sales,Predicted_Sales,Raw_Prediction,Absolute_Error,Percent_Error,DISCOUNT,is_eoss,Discount_Bin
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PETROL_SHORT_SLEEVE,2024-12-22,5.0,3.539900302886963,3.539900302886963,1.460099697113037,29.201935538389666,0.3,1.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PETROL_SHORT_SLEEVE,2024-12-29,8.0,3.4680066108703613,3.4680066108703613,4.531993389129639,56.6498465518123,0.2944758163515835,1.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PETROL_SHORT_SLEEVE,2025-01-05,4.0,3.131471633911133,3.131471633911133,0.8685283660888672,21.71315486933451,0.3999999999999999,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PETROL_SHORT_SLEEVE,2025-01-12,4.0,3.1192679405212402,3.1192679405212402,0.8807320594787598,22.018246441352893,0.3855351976856316,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PETROL_SHORT_SLEEVE,2025-01-19,4.0,3.013866901397705,3.013866901397705,0.9861330986022949,24.653265831892796,0.3999999999999999,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PETROL_SHORT_SLEEVE,2025-01-26,1.0,2.92787504196167,2.92787504196167,1.92787504196167,192.7855763404036,1.0,1.0,40%+
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PETROL_SHORT_SLEEVE,2025-02-02,4.0,2.439157009124756,2.439157009124756,1.5608429908752441,39.02097721943806,0.3237506253126563,1.0,30-40%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PETROL_SHORT_SLEEVE,2025-02-09,2.0,2.4113924503326416,2.4113924503326416,0.4113924503326416,20.569519669033735,0.5,0.0,40%+
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_T-SHIRT_PETROL_SHORT_SLEEVE,2025-02-16,0.0,2.121678352355957,2.121678352355957,2.121678352355957,21216783.523559567,0.0,0.0,0-5%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PURPLE_SHORT_SLEEVE,2024-12-22,30.0,16.7320556640625,16.7320556640625,13.2679443359375,44.22646637763621,0.1549941726356682,1.0,15-20%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PURPLE_SHORT_SLEEVE,2024-12-29,30.0,18.988901138305664,18.988901138305664,11.011098861694336,36.70365063776424,0.2679179949433879,1.0,20-30%
KARNATAKA_BANGALORE_EBO_EBO_OFFLINE_MEN_RARE RABBIT_APPARELS_POLO_PURPLE_SHORT_SLEEVE,2025-01-05,36.0,19.577442169189453,19.577442169189453,16.422557830810547,45.618203524972756,0.3444819173865902,1.0,30-40%
